nome_empresarial,bairro,ano,lat,lng,tipo
LOPES  RODRIGUES & GODOY LTDA,CENTRO,1993-01-04,-25.4339924,-49.2788212,Bar/Choperia
CIA DU PASTEL,CENTRO,1998-08-01,-25.4292105,-49.2703639,Pastelaria
LANCHONETE DO GAUCHO LTDA - ME,CENTRO,2013-07-19,-25.4293148,-49.2692909,Bar/Choperia
SUBWAY RUA 24 HORAS,CENTRO,2011-09-29,-25.4345923,-49.2763081,Franquia
RESTAURANTE YUN XIANG LTDA,CENTRO,2001-09-15,-25.4293318,-49.2719999,Lanchonete
MELJU LTDA,CENTRO,2001-05-17,-25.4297374,-49.2725541,Lanchonete
RESTAURANTE GUANG ZHOW QUAN LTDA,CENTRO,2006-04-01,-25.4331237,-49.2636276,Restaurante
STEAK GRILL,CENTRO,2007-09-17,-25.4291229,-49.268124,Churrascaria/Grill
CHUANG FU JU & CIA LTDA,CENTRO,2002-12-27,-25.4331536,-49.2727703,Padaria/Confeitaria
PASTEL CENTER LTDA,CENTRO,2002-05-15,-25.4347122,-49.2749303,Pastelaria
LOURENCO & BONFIM LTDA,TATUQUARA,1996-06-05,-25.5620722,-49.3131936,Mercado/Mercearia
DISQUE-FRANGOS COMER DE ALIM LTDA,BATEL,1986-02-01,-25.4379885,-49.2884157,Mercado/Mercearia
RESTAURANTE CYCLUS LTDA - ME,CENTRO,2007-08-21,-25.4292749,-49.2695518,Restaurante
CARON CARON & SAID LTDA,CENTRO,1987-09-01,-25.4311216,-49.2591945,Bar/Choperia
MAURICIO NARDELLI ROSI,CENTRO,1986-02-20,-25.4346328,-49.2720162,Bar/Choperia
EDSON JOAO DE OLIVEIRA & CIA LTDA,CENTRO,1991-03-15,-25.4370998,-49.2744241,Lanchonete
AYA VONG COMERCIO DE ALIMENTOS LTDA,BATEL,2009-11-16,-25.4384433,-49.2838506,Restaurante
TACUBA CAFE,CENTRO,2009-11-17,-25.4280373,-49.270283,Café
IONE ANGELA PILONETO,CENTRO,2001-03-05,-25.4344932,-49.2797458,Lanchonete
RODRIGO FARION,CENTRO,2004-08-02,-25.4357418,-49.2773141,Lanchonete
PASTELARIA GUADALUPE,CENTRO,2008-05-29,-25.4339366,-49.2706215,Pastelaria
PAO DE QUEIJO,CENTRO,2008-06-10,-25.4304925,-49.2730056,Franquia
SAMPACHIC,CENTRO,2008-09-01,-25.4286062,-49.2623527,Lanchonete
BRAS FAN ZEN COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,CENTRO,1999-07-26,-25.4300997,-49.27092,Lanchonete
LANCHONETE THALIA,CENTRO,2011-08-12,-25.4358316,-49.2789488,Lanchonete
LAPAULA LANCHONETE E MERCEARIA LT,CENTRO,1986-06-01,-25.4380455,-49.2767594,Mercado/Mercearia
GIORNI - COMERCIO DE REFEICOES LT,CENTRO,1992-08-01,-25.4348336,-49.275,Lanchonete
PONTO DA GULA,CENTRO,2013-03-14,-25.4311227,-49.2644187,Mercado/Mercearia
J A T  COMERCIO DE ALIMENTOS LTDA,CENTRO,1991-06-27,-25.4301849,-49.2663313,Lanchonete
DANIEL AUGUSTO DE CAMARGO LEONY,CENTRO,1999-08-01,-25.4352558,-49.2785467,Lanchonete
GUS DINER COMERCIO DE ALIMENTOS LTDA,BATEL,2003-05-02,-25.4382033,-49.2840517,Lanchonete
RESTAURANTE SUPER ESTRELA LTDA,CENTRO,2005-09-01,-25.4279148,-49.2635207,Bar/Choperia
MADERO CRYSTAL,BATEL,2012-03-21,-25.4385486,-49.2817057,Franquia
RAVAZZI & RAVAZZI LTDA,CENTRO,1985-04-15,-25.4315199,-49.2804203,Padaria/Confeitaria
BAR GARDENAL LTDA ME,CENTRO,2001-04-15,-25.4308917,-49.2630508,Bar/Choperia
VIA LUZO RESTAURANTE,CENTRO,2004-04-01,-25.4370998,-49.2744241,Lanchonete
PAT COFFEE SHOP RESTAURANTE LTDA,BATEL,2002-04-24,-25.4443543,-49.2873302,Café
CAFÉ DO PONTO,CENTRO,2006-11-29,-25.4311961,-49.2741317,Café
RESTAURANTE APETTITELE LTDA,CENTRO,1999-03-01,-25.4334325,-49.2642989,Restaurante
CAFE DO PONTO,CENTRO,2008-06-26,-25.4311961,-49.2741317,Café
SIRLENE GRUNOWE ME,CENTRO,2005-12-20,-25.4328803,-49.2640546,Jogo
ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,CENTRO,2010-10-18,-25.4412212,-49.27769,Restaurante
PASTELARIA CRISTAL,TATUQUARA,2014-03-06,-25.55986,-49.3309605,Pastelaria
DRINKS BAR,CENTRO,2007-10-22,-25.4325546,-49.2582286,Bar/Choperia
PAULO AUGUSTO P DA CRUZ,BATEL,2000-09-01,-25.4443317,-49.2858297,Lanchonete
PASTELARIA E LANCHONETE WAN LI LTDA,CENTRO,2002-02-10,-25.4348079,-49.2740215,Pastelaria
COFFEE & FRUIT,CENTRO,2014-02-13,-25.4353696,-49.2639463,Café
MAEDA & MAEDA COMERCIO DE ALIMENTOS LTDA,BATEL,2009-10-20,-25.4406569,-49.2834222,Restaurante
ELIO MURANTE,TATUQUARA,2005-12-10,-25.559136,-49.328767,Jogo
MARIANE FIORENZA VIEIRA,CENTRO,1999-05-20,-25.43306,-49.2732036,Bar/Choperia
LANCHONETE 14 BIS,CENTRO,2001-04-10,-25.4387287,-49.2738377,Jogo
RESTAURANTE MANGIARE FELICE LTDA,BATEL,2000-10-01,-25.4409849,-49.2900376,Restaurante
LARIKA S BAR E RESTAURANTE LTDA,CENTRO,2000-03-01,-25.4296069,-49.2691935,Bar/Choperia
E M LANCHES LTDA,CENTRO,2007-03-16,-25.4331188,-49.2712772,Lanchonete
YUMMY YUMMY MINI CALZONES,CENTRO,2009-02-17,-25.4298798,-49.2683059,Lanchonete
RESTAURANTE HELIVANA LTDA ME,CENTRO,2011-09-05,-25.4293681,-49.2696858,Restaurante
DOMPARMATRATTORIA,BATEL,2007-10-10,-25.4374694,-49.280782,Bar/Choperia
VICENTE DOMINGOS DE PAULO,CENTRO,2002-11-07,-25.4321301,-49.2638841,Lanchonete
RUBEM GUIMARAES FROTA CORDEIRO,CENTRO,1985-07-01,-25.4278869,-49.265469,Bar/Choperia
CHARLES STAMBUK,CENTRO,1988-11-01,-25.4301849,-49.2663313,Lanchonete
BLEND RESTAURANTE,CENTRO,2012-03-13,-25.4293667,-49.2612037,Restaurante
L RIBAS GASTRONOMIA LTDA,BATEL,2006-02-16,-25.4425471,-49.286746,Gourmet
RESTAURANTE REQUINTE,CENTRO,2004-08-01,-25.4256685,-49.2607339,Lanchonete
LANCHONETE E RESTAURANTE POOL LTDA,CENTRO,1985-11-01,-25.4329426,-49.2644079,Bar/Choperia
CRISTAL COMERCIO DE ALIMENTOS LTDA,BATEL,1996-07-17,-25.438434,-49.2818209,Lanchonete
TATIBANA ALIMENTOS LTDA,BATEL,2002-11-27,-25.4407865,-49.2806459,Restaurante
CANTINA SAO JOSE LTDA,CENTRO,1981-08-01,-25.4378508,-49.2729535,Cantina
COPAS GRILL RESTAURANTE LTDA ME.,CENTRO,2011-09-21,-25.4292147,-49.2692776,Churrascaria/Grill
FORNEC DE ROUP TEXTEIS ESCALA LTD,BATEL,1980-05-01,-25.4377021,-49.2804691,Bar/Choperia
JV DANCETERIA E ENTRETENIMENTO LTDA ME,BATEL,2006-09-25,-25.4376492,-49.280847,Restaurante
LAMBREQUIM GOURMET,CENTRO,2005-08-01,-25.4334888,-49.2797239,Gourmet
JOAO BATISTA SERPA,CENTRO,1994-10-01,-25.4343007,-49.2795046,Lanchonete
RESTAURANTE FENG SHENG LTDA,CENTRO,2007-11-01,-25.4285517,-49.2692747,Restaurante
M ZAK RESTAURANTE LTDA,CENTRO,2000-05-10,-25.4390822,-49.272479,Restaurante
LANCHONETE SALOMAO LTDA,CENTRO,2002-02-18,-25.4353368,-49.269994,Lanchonete
 CARUSO,CENTRO,2012-06-29,-25.4313127,-49.2752824,Bar/Choperia
BABALUZ COMERCIO DE ALIMENTOS LTD,BATEL,1995-10-02,-25.4400436,-49.2821046,Padaria/Confeitaria
BUFFET DON GOURMET LTDA,CENTRO,1997-08-01,-25.4320428,-49.272495,Gourmet
ANA ROSA F GOMES,CENTRO,2002-11-18,-25.430999,-49.2773584,Bar/Choperia
RESTAURANTE CHINA TASTE LTDA,CENTRO,1995-12-01,-25.4345844,-49.2749135,Restaurante
ROBAS COMERCIO DE GENEROS ALIMENTICIOS LTDA,CENTRO,2002-08-29,-25.4312946,-49.2761259,Lanchonete
LANCHONETE E PASTEL BING JUN LTDA,CENTRO,1992-02-01,-25.4304522,-49.2666782,Pastelaria
EMILIANO 521,CENTRO,2014-02-18,-25.4362835,-49.2765256,Lanchonete
CICERO PEDRO MAUAD FILHO,CENTRO,1998-02-02,-25.4412212,-49.27769,Lanchonete
PIZZARIA PASSARELA LTDA,CENTRO,1992-12-01,-25.4352558,-49.2785467,Pizzaria
TEMPERO MANERO,CENTRO,2007-07-15,-25.440777,-49.2751534,Restaurante
LANCHONETE MIAMOTO LTDA,CENTRO,1986-03-01,-25.4318916,-49.2724574,Bar/Choperia
HANGAR ONE COMERCIO DE ALIMENTOS LTDA,CENTRO,2008-03-25,-25.4337917,-49.2751396,Lanchonete
DARIO PEREIRA DA SILVA- BAR E LANCHONETE,TATUQUARA,2012-04-26,-25.5595189,-49.3395938,Jogo
BUFFET DUQUE LTDA,BATEL,1986-02-20,-25.4377206,-49.2882975,Restaurante
ELAIR RODRIGUES DA SILVA,CENTRO,1985-05-20,-25.433131,-49.2767036,Café
ANTONIO VANDERLEI BORGES DUARTE CONFEITARIA,CENTRO,1999-01-05,-25.431638,-49.264314,Padaria/Confeitaria
041 CAFE BAR E RESTAURANTE LTDA,BATEL,1998-09-01,-25.4382033,-49.2840517,Café
VALE QUANTO PESA RESTAURANTE LTDA,CENTRO,1990-03-14,-25.4352739,-49.2698389,Restaurante
EL YAMANI & IBRAHIM LTDA - ME,CENTRO,2012-12-10,-25.4387092,-49.2787706,Padaria/Confeitaria
RESTAURANTE MIMPIN LTDA,CENTRO,1991-04-01,-25.4354461,-49.2783146,Lanchonete
KISS DANCE RESTAURANTE DANCANTE,CENTRO,1993-05-15,-25.4294877,-49.2770553,Restaurante
A B C  DALLABONA,CENTRO,1999-05-11,-25.4345844,-49.2749135,Restaurante
GP2 MULTIMARCAS,CENTRO,2008-03-14,-25.433606,-49.2723723,Bar/Choperia
INEGUALE CAFETERIA BAR LTDA,CENTRO,2002-04-01,-25.4316707,-49.2802362,Café
CARLOS EDUARDO ANDRADE DA SILVA - ME,CENTRO,2001-12-07,-25.4305189,-49.2689392,Lanchonete
PRESTO COMERCIO DE ALIMENTOS LTDA - ME,CENTRO,2014-04-14,-25.4345498,-49.277397,Lanchonete
LANCHONETE PAST LIRIAL LTDA,CENTRO,1982-05-20,-25.4334808,-49.2655304,Pastelaria
KOH THAY RESTAURANTE & LOUNGE,CENTRO,2006-10-04,-25.4339532,-49.2675823,Bar/Choperia
PAULA BARRETO TENORIO - ME,CENTRO,2013-09-16,-25.4308806,-49.2679691,Bar/Choperia
NOVA 1BARA,TATUQUARA,2007-05-01,-25.5543812,-49.2939706,Bar/Choperia
SOFIA YAN LAI VA,CENTRO,1995-10-11,-25.4321639,-49.2742708,Padaria/Confeitaria
RESTAURANTE HONG DA LTDA,CENTRO,2006-11-01,-25.4363277,-49.2795025,Restaurante
LANCHONETE DA PRACA,TATUQUARA,2013-09-19,-25.5661607,-49.3393337,Jogo
MEDITERRANEA BAR LTDA,BATEL,2001-06-01,-25.4376492,-49.280847,Bar/Choperia
CASA DA CERVEJA RESTAURANTE E CHOPARIA LTDA,BATEL,1997-03-31,-25.4363551,-49.2850505,Jogo
LANCHONETE M&F LTDA,CENTRO,1999-06-15,-25.4297024,-49.2691677,Lanchonete
ANGELA MARIA FERRACIOLI,CENTRO,2001-05-10,-25.4289015,-49.269338,Lanchonete
ARLETE DE OLIVEIRA LIMA,TATUQUARA,2011-03-15,-25.5745877,-49.3348509,Lanchonete
PETTER ARAUJO RESTAURANTE - EIRELI - ME,CENTRO,2012-11-20,-25.4330232,-49.2699999,Lanchonete
MISHIMA E MATUMOTO LTDA,CENTRO,1995-09-15,-25.4305133,-49.2683317,Padaria/Confeitaria
MARIA FILO,CENTRO,2008-06-04,-25.4314775,-49.2793949,Restaurante
RIERA VARELLA E GRACIA LTDA,CENTRO,1990-06-18,-25.4341749,-49.2826223,Bar/Choperia
RESTAURANTE DO MARIO LTDA - ME,CENTRO,2013-02-21,-25.4343332,-49.2788659,Lanchonete
BAR E BILHAR DO ZEZAO,TATUQUARA,2010-03-29,-25.5585791,-49.3278575,Jogo
VIP RESTAURANTES TOTAL LTDA,CENTRO,2012-05-08,-25.4324844,-49.2746856,Lanchonete
APETZ LANCHES LTDA,CENTRO,1999-05-11,-25.4287509,-49.2693542,Bar/Choperia
ANDREOTTI & MARTINS LTDA,CENTRO,2004-04-05,-25.4292147,-49.2692776,Lanchonete
RISI BISI,CENTRO,2008-10-22,-25.4323775,-49.272136,Restaurante
RESTAURANTE DOMINUS LTDA,BATEL,2010-06-10,-25.4355801,-49.2827423,Cantina
SEGUNDAS INTENÇOES BAR,BATEL,2013-07-02,-25.4431516,-49.2908574,Bar/Choperia
SALUTARIA-PRODUTOS NATURAIS LTDA,CENTRO,1983-11-16,-25.4323802,-49.2691987,Lanchonete
ELAINE MACHADO NUNES,CENTRO,1996-08-01,-25.4332076,-49.2743566,Lanchonete
MARCOS PEREIRA DA SILVA LANCHES,CENTRO,2010-01-22,-25.4404404,-49.2742856,Lanchonete
BUFFET MARTINS,CENTRO,1995-03-16,-25.4357602,-49.2788691,Bar/Choperia
SNOOKE BAR,TATUQUARA,2005-06-27,-25.5715479,-49.3396024,Bar/Choperia
C S F LIMA & CIA LTDA ME,TATUQUARA,1994-10-19,-25.5575762,-49.3320589,Jogo
PAPO DE ANJO,CENTRO,2011-04-20,-25.4397399,-49.2724787,Lanchonete
GOSTO CAMPEIRO CENTRO,CENTRO,2013-07-02,-25.4317606,-49.2717162,Restaurante
EDIOMIR APARECIDO DOS SANTOS ME,TATUQUARA,1995-02-23,-25.5649692,-49.339371,Restaurante
PAO DE QUEIJO CASAS DE SUCO E LANCHES,CENTRO,2007-01-11,-25.4358035,-49.271201,Lanchonete
HUANG & WU BAR E LANCHONETE LTDA,CENTRO,2007-08-01,-25.4288645,-49.2698366,Bar/Choperia
LANCHONETE HELIVANA,CENTRO,2008-05-02,-25.4355927,-49.2711361,Lanchonete
DILBERTO DA SILVA MACEDO ME,CENTRO,2010-03-01,-25.4358007,-49.2626505,Lanchonete
BOMBONIERES VITORIA LTDA,CENTRO,1988-11-11,-25.4289758,-49.2693315,Lanchonete
BLITZKOW & COSTA LTDA,BATEL,2002-06-01,-25.4466624,-49.2959007,Bar/Choperia
AL-DAR BAR E RESTAURANTE LTDA,CENTRO,1997-06-18,-25.4338142,-49.2794519,Bar/Choperia
WU TENG PRESENTES E BIJUTERIAS LTDA ME,CENTRO,2011-03-24,-25.4312492,-49.2685508,Lanchonete
SANDRA SILVA RODRIGUES ME,CENTRO,2012-06-21,-25.4306147,-49.2700085,Restaurante
LANCHONETE NASCIMENTO LTDA,CENTRO,2010-03-25,-25.4327926,-49.2617286,Lanchonete
ANTONIO CARLOS DEA & CIA LTDA,TATUQUARA,1990-05-02,-25.4131985,-49.2216005,Lanchonete
NUNES & OLIVEIRA RESTAURANTE LTDA,CENTRO,2004-07-01,-25.4268557,-49.264028,Lanchonete
KOYAMA & CIA LTDA,BATEL,2005-05-05,-25.4421873,-49.2789595,Lanchonete
G E R  ALIMENTOS LTDA,BATEL,1998-02-17,-25.4409849,-49.2900376,Restaurante
PATRICIA APARECIDA MACHADO CASSELLI KASSIN,CENTRO,2010-07-09,-25.4322656,-49.2656819,Lanchonete
LUIZ BENTO DOS SANTOS BAR E BILHAR,TATUQUARA,2005-12-10,-25.5578758,-49.3320028,Jogo
CARDOSO & ORCHULHAK LTDA,CENTRO,1999-05-25,-25.4314691,-49.2695435,Lanchonete
ROZELI TEREZINHA LEIMANN,CENTRO,2000-09-01,-25.4307471,-49.2742077,Lanchonete
PRATO SABOROSO - RESTAURANTE E LANCHONETE LTDA.  - ME,CENTRO,2002-11-01,-25.4338973,-49.2716646,Lanchonete
LUIS CLAUDIO FERNANDES KAHL,CENTRO,1997-01-20,-25.4283339,-49.2691075,Jogo
MHM BAR E RESTAURANTE LTDA,BATEL,2010-01-15,-25.4398051,-49.2829841,Bar/Choperia
SUBWAY,CENTRO,2010-03-29,-25.4277174,-49.2709759,Franquia
PASTELARIA ARISTOCRATA LTDA,CENTRO,1994-08-01,-25.4330494,-49.2683125,Pastelaria
CASA DO CALZONE LTDA,CENTRO,2007-11-14,-25.4328803,-49.2640546,Lanchonete
RESTAURANTE E LANCHONETE CASTELHANA LTDA - ME,CENTRO,1996-05-27,-25.426548,-49.2706623,Lanchonete
B & C ALIMENTOS LTDA,BATEL,2001-11-01,-25.4395754,-49.2828594,Lanchonete
QUEEN S SNOOKER BURGER BAR LTDA,CENTRO,1988-09-01,-25.4339823,-49.2664447,Fastfood
JOAO GOMES LEAL-167 436 959-04,TATUQUARA,1989-11-01,-25.5525035,-49.295362,Jogo
VIBE BAR LTDA,BATEL,2001-09-29,-25.4351199,-49.2831141,Bar/Choperia
RESTAURANTE  E  LANCHONETE  SAKAI,CENTRO,2012-01-25,-25.4323802,-49.2691987,Lanchonete
ARRUMADINHO,CENTRO,2006-01-17,-25.4291672,-49.264586,Bar/Choperia
EMPORIO SANTA GENOVEVA LTDA,BATEL,2012-02-07,-25.4385486,-49.2817057,Lanchonete
BAR E RESTAURANTE DAS MINEIRAS,BATEL,2010-03-29,-25.4404331,-49.2827503,Típico
E  MANOSSO,CENTRO,1984-05-02,-25.4313829,-49.278156,Restaurante
LANCHES FINO LTDA,CENTRO,1984-07-03,-25.4338004,-49.278251,Pastelaria
J&J CHOPERIA,CENTRO,2011-10-03,-25.4345923,-49.2763081,Bar/Choperia
HAPPY RANGO LANCHONETE LTDA,CENTRO,2000-07-07,-25.4342684,-49.2768547,Lanchonete
AGUA NA BOCA LANCHES LTDA,BATEL,1981-08-01,-25.4436051,-49.28839,Lanchonete
STUEBER & GODOY CONSULTORIA LTDA,CENTRO,2002-05-16,-25.4310955,-49.2774695,Bar/Choperia
MARIA MUNIZ CARDOZO,CENTRO,1999-07-20,-25.4339144,-49.271342,Lanchonete
RONALDO MENDONCA DE MELLO,CENTRO,1984-04-23,-25.4302608,-49.2649472,Restaurante
SUNLIT,CENTRO,2003-06-01,-25.4306017,-49.2606202,Hotel
C G E KINAKI - ME,CENTRO,2011-09-05,-25.4349587,-49.2690315,Lanchonete
GABRIEL & NEIVA DE LIMA COMERCIO DE ALIMENTOS E BEBIDAS LTDA,CENTRO,2005-06-08,-25.4354871,-49.2778584,Bar/Choperia
CAFE IMPRESSO COMERCIO DE ALIMENTOS LTDA,BATEL,2007-02-16,-25.4450493,-49.2876197,Café
GIOPANETO COMERCIO DE ALIMENTOS LTDA,CENTRO,2010-07-22,-25.4284713,-49.2708175,Lanchonete
LEONARDO OSORIO NATALIO DOS SANTOS,CENTRO,2012-06-27,-25.4352164,-49.2699051,Lanchonete
L R BRUEL & CIA LTDA,CENTRO,1997-05-19,-25.4274417,-49.2644121,Restaurante
RUCHDIEH MOHAMED GHAZZAOUI,CENTRO,1997-12-01,-25.4299366,-49.2704282,Lanchonete
AROMA SUAVE CAFETERIA,CENTRO,1996-04-16,-25.4374627,-49.2744493,Café
COTA 05-COMERCIO DE ALIMENTOS E BEBIDAS LTDA,CENTRO,1996-06-12,-25.4347122,-49.2749303,Lanchonete
MARIANA PRESENTES,CENTRO,2004-03-31,-25.4294088,-49.273552,Restaurante
0RESTAURANTE GOURMET TIBAGI,CENTRO,2008-07-15,-25.4300933,-49.2634788,Gourmet
IL POMODORO,CENTRO,2013-12-10,-25.4378112,-49.2784854,Lanchonete
RESTAURANTE CORTE REAL,CENTRO,2008-05-07,-25.4396983,-49.2745216,Bar/Choperia
DIVA JUSTO DE ALMEIDA,CENTRO,2000-07-01,-25.4352164,-49.2699051,Lanchonete
MORANGA RESTAURANTE,BATEL,2013-11-08,-25.4431516,-49.2908574,Restaurante
ADRIANA RODRIGUES,CENTRO,1995-01-16,-25.4391996,-49.2724071,Bar/Choperia
LUIZ CARLOS DA SILVA - PASTELARIA -ME,CENTRO,1998-06-15,-25.4371341,-49.2689728,Pizzaria
BAR E SNOOKER COBRAS,CENTRO,1994-08-01,-25.4339502,-49.2705112,Jogo
BAR E LANCHONETE DO ZEZAO LTDA,TATUQUARA,2011-01-14,-25.5633118,-49.3117454,Jogo
ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,BATEL,1996-03-21,-25.4385486,-49.2817057,Lanchonete
RESTAURANTE DOIS DRAGOES LTDA,CENTRO,2010-06-07,-25.4324651,-49.2681957,Restaurante
BMG BAR EXECUTIVO LTDA - ME,CENTRO,2008-04-07,-25.4291217,-49.2748674,Bar/Choperia
ANCELMO G  SALVADOR & CIA LTDA,CENTRO,1995-09-15,-25.4344542,-49.2711644,Bar/Choperia
TABERNA CURITIBANA LTDA ME,CENTRO,2003-03-01,-25.4267198,-49.2596918,Lanchonete
CAFE JUNTO LTDA,BATEL,2009-05-29,-25.4384895,-49.2842456,Café
GRELHADOS LIGHT LTDA,BATEL,1996-08-01,-25.4385486,-49.2817057,Churrascaria/Grill
M R RIBEIRO & CIA LTDA,CENTRO,2001-05-09,-25.4313898,-49.275837,Restaurante
PLOCK BAR,BATEL,2010-07-05,-25.4439391,-49.290962,Bar/Choperia
VALDIR MANOEL TAVARES,CENTRO,1999-09-18,-25.4305898,-49.2758012,Bar/Choperia
COSTA LESTE GASTRONOMIA E ENTRETENIMENTO LTDA,BATEL,2010-06-07,-25.44337,-49.2891842,Gourmet
PLG LANCHONETE LTDA,CENTRO,1996-03-27,-25.4287061,-49.2735808,Padaria/Confeitaria
DEMETRIO GRACIANO VITEK,CENTRO,1983-05-01,-25.437397,-49.2778895,Jogo
M L M  LANCHES LTDA,CENTRO,1987-09-10,-25.4296212,-49.2731218,Lanchonete
C B  PACHECO,CENTRO,1991-10-01,-25.4289658,-49.2728788,Restaurante
"PINHEIRO, SLEPAK & CIA LTDA",CENTRO,2010-07-09,-25.4310632,-49.2646931,Lanchonete
HOLANDES VOADOR LTDA,BATEL,1995-09-01,-25.4406759,-49.282163,Bar/Choperia
DOM RODRIGUES,CENTRO,2011-07-27,-25.4322509,-49.2641662,Bar/Choperia
NOVA GESTAO ALIMENTACAO,CENTRO,2010-07-23,-25.4301469,-49.2769572,Restaurante
PASTELARIA LEYKO LTDA,CENTRO,2000-01-03,-25.430525,-49.2731809,Pastelaria
GUIMARAES & NETO COMERCIO DE ALIMENTOS LTDA - ME,BATEL,2011-08-03,-25.4358173,-49.2830971,Restaurante
THIAGO SIQUEIRA SOARES - ME,CENTRO,2011-12-28,-25.4361189,-49.2710682,Lanchonete
LANCHONETE DO MAPI,CENTRO,2010-05-25,-25.4244904,-49.2625969,Lanchonete
PASTELARIA E LANCHONETE YUAN TA LTDA,CENTRO,1994-07-01,-25.433525,-49.2726262,Pastelaria
M S A LANCHONETE LTDA ME,CENTRO,2001-06-01,-25.4314357,-49.2759575,Lanchonete
NOSSA CASA RESTAURANTE,CENTRO,1998-11-23,-25.4352558,-49.2785467,Restaurante
LANCHONETE INFOCENTER,CENTRO,2006-10-01,-25.4331188,-49.2712772,Lanchonete
GUOCHENG E MIAOPING LTDA,CENTRO,1998-10-01,-25.4319687,-49.2657922,Bar/Choperia
EDSON MESSIAS DA SILVA 81877102920,CENTRO,2010-04-06,-25.4261963,-49.2633071,Lanchonete
VERDAN LANCHES LTDA,CENTRO,1992-03-02,-25.4295986,-49.2730407,Pastelaria
ELEONORA BISTRO,CENTRO,2013-07-30,-25.4355847,-49.2775746,Bar/Choperia
TARCIZIO APARECIDO SOARES ME,TATUQUARA,2002-05-08,-25.5615756,-49.339277,Jogo
VIP RESTAURANTES LTDA,CENTRO,2005-03-29,-25.4324844,-49.2746856,Lanchonete
PAO DE QUEIJO MINAS MAIS,CENTRO,2010-02-05,-25.4327032,-49.2698228,Típico
ALICE YAMADA E CIA LTDA EPP,BATEL,2011-11-28,-25.4430697,-49.2863919,Pizzaria
NEUZI VAZ DE PAULA & CIA LTDA,CENTRO,2002-09-12,-25.4297024,-49.2691677,Lanchonete
SPAZIO DI PASTA,CENTRO,2007-09-17,-25.4331367,-49.2768998,Restaurante
ALCESTE MARTINEZ MESSIAS DA ROSA ME,CENTRO,2004-12-29,-25.4357169,-49.269559,Bar/Choperia
Ferreira & Santos Ltda,CENTRO,2006-10-05,-25.4314263,-49.2785121,Bar/Choperia
HELIO DE SOUZA GONCALVES,CENTRO,2003-07-01,-25.4311971,-49.2745147,Lanchonete
LEODORO & LIMA LTDA,CENTRO,2013-10-01,-25.4393101,-49.2748553,Bar/Choperia
MARIO AKIO IMOTO,CENTRO,2003-03-10,-25.4312946,-49.2761259,Lanchonete
DI BARI RESTAURANTE LTDA,BATEL,1999-09-15,-25.4397717,-49.2810832,Bar/Choperia
JANICE BRISOLA VIEIRA,BATEL,2009-06-30,-25.4412782,-49.2849884,Padaria/Confeitaria
SAMBADUB LTDA,CENTRO,2002-07-19,-25.4324166,-49.2817456,Restaurante
CAFFE LIQUORI,CENTRO,1991-03-01,-25.4345498,-49.277397,Café
FCMELO COMERCIO DE ALIMENTOS LTDA,BATEL,2000-02-15,-25.4399516,-49.2814836,Bar/Choperia
POLI ALIMENTOS E BEBIDAS LTDA,BATEL,2003-07-10,-25.4432014,-49.2896615,Restaurante
LANCHONETE X DOG,CENTRO,2005-10-01,-25.4295975,-49.2629723,Cachorro Quente
ALAMEDA GRILL,CENTRO,2007-08-07,-25.4325089,-49.2761323,Churrascaria/Grill
VIP RESTAURANTES CURITBA LTDA,CENTRO,2011-12-01,-25.4412212,-49.27769,Lanchonete
ADEGA DOS VINTE E CINCO LTDA,BATEL,1989-04-18,-25.4382015,-49.2861606,Lanchonete
MILTON LOPES NETO,CENTRO,1990-01-12,-25.4385605,-49.2696014,Lanchonete
ANACLETO & STELLA LTDA,CENTRO,1998-05-25,-25.430345,-49.2616937,Mercado/Mercearia
PXH REFEICOES RAPIDAS LTDA,CENTRO,2010-10-21,-25.4326979,-49.2778634,Lanchonete
PAO DE QUEIJO,CENTRO,2008-04-07,-25.4331536,-49.2727703,Franquia
BAR CANDIDO DE ABREU,TATUQUARA,2013-04-29,-25.5583661,-49.3289234,Jogo
RESTAURANTE DOM CAIO,TATUQUARA,2013-01-24,-25.5608297,-49.3305156,Restaurante
MIOTTO & MEDEIROS LTDA,CENTRO,1998-06-01,-25.437687,-49.2752451,Bar/Choperia
DAVID DE ALMEIDA CABRAL,CENTRO,2000-10-17,-25.4387483,-49.2783957,Bar/Choperia
SIMON DOS SANTOS CHONG - ME,CENTRO,2013-04-12,-25.4318749,-49.2610482,Lanchonete
LIDIANE PINHEIRO DE CARVALHO,CENTRO,2010-05-21,-25.4373757,-49.2689675,Restaurante
WAGNER TAKEO ITO - ME,CENTRO,2014-02-21,-25.4341346,-49.2788846,Lanchonete
10 PASTEIS,CENTRO,2013-02-06,-25.4343332,-49.2788659,Franquia
EXPREX CAFETERIA LTDA,CENTRO,1999-07-27,-25.4291992,-49.2663979,Café
DEKASSEGUIS SOCIEDADE ANONIMA,CENTRO,1999-04-13,-25.4340865,-49.2789647,Bar/Choperia
ANA P G CARDOSO - LANCHES,CENTRO,2000-06-15,-25.4322743,-49.2625172,Lanchonete
CLAUDIO COCA MARTINELI 76828972953,CENTRO,2012-11-14,-25.4293687,-49.2691613,Lanchonete
